1000 5506
161 423 1
100 992 1
56 890 1
408 747 1
691 254 1
254 14 1
604 254 1
963 254 1
48 675 1
630 974 1
626 594 1
559 230 1
2 675 1
1 460 1
84 238 1
30 552 1
92 987 1
228 974 1
772 974 1
254 493 1
969 688 1
162 478 1
555 990 1
191 974 1
847 974 1
197 267 1
287 254 1
816 91 1
916 838 1
208 28 1
100 954 1
385 868 1
412 409 1
136 299 1
484 717 1
112 189 1
176 545 1
366 552 1
675 588 1
561 234 1
202 184 1
139 447 1
348 254 1
815 688 1
86 9 1
326 478 1
728 594 1
147 207 1
226 970 1
938 632 1
879 777 1
725 104 1
979 498 1
588 194 1
459 315 1
254 637 1
455 974 1
665 205 1
924 176 1
254 70 1
549 82 1
713 318 1
337 599 1
353 893 1
773 974 1
573 207 1
584 427 1
725 996 1
377 777 1
435 272 1
528 1000 1
101 508 1
749 254 1
254 895 1
254 76 1
894 682 1
517 66 1
239 974 1
411 717 1
340 80 1
146 927 1
978 974 1
310 522 1
414 254 1
223 130 1
254 830 1
84 899 1
79 436 1
717 974 1
352 761 1
768 320 1
995 818 1
16 13 1
650 405 1
913 384 1
467 262 1
812 683 1
952 270 1
85 652 1
809 254 1
666 974 1
62 409 1
621 761 1
116 964 1
294 144 1
315 426 1
224 974 1
714 618 1
20 547 1
542 74 1
935 520 1
502 31 1
744 363 1
319 577 1
861 268 1
732 974 1
254 688 1
522 974 1
793 265 1
819 967 1
254 479 1
762 440 1
904 183 1
428 711 1
402 447 1
622 741 1
12 58 1
254 186 1
140 508 1
241 254 1
731 813 1
736 737 1
609 254 1
103 733 1
998 804 1
316 556 1
126 55 1
254 814 1
254 217 1
795 254 1
85 254 1
293 433 1
126 780 1
71 364 1
544 575 1
530 974 1
967 787 1
254 426 1
819 17 1
738 254 1
254 351 1
241 120 1
833 700 1
316 254 1
100 254 1
301 383 1
525 839 1
203 426 1
371 182 1
10 716 1
876 413 1
481 404 1
660 597 1
25 741 1
366 37 1
254 503 1
790 202 1
718 254 1
767 974 1
587 144 1
418 791 1
459 974 1
826 989 1
743 292 1
613 733 1
254 884 1
302 974 1
61 800 1
935 468 1
894 254 1
639 511 1
406 199 1
296 388 1
495 138 1
254 925 1
322 508 1
879 142 1
254 578 1
958 847 1
687 876 1
897 577 1
42 884 1
775 254 1
866 542 1
254 480 1
461 218 1
932 974 1
289 201 1
619 244 1
568 838 1
841 634 1
56 925 1
77 853 1
311 212 1
715 576 1
740 918 1
1000 659 1
473 335 1
741 727 1
856 679 1
254 765 1
509 196 1
432 601 1
958 312 1
531 662 1
185 755 1
741 68 1
150 751 1
827 50 1
371 969 1
516 244 1
282 70 1
276 636 1
692 13 1
193 974 1
377 254 1
754 974 1
124 411 1
280 254 1
305 974 1
144 413 1
777 974 1
87 285 1
968 201 1
856 984 1
254 948 1
775 262 1
746 254 1
215 254 1
943 884 1
254 175 1
985 936 1
182 997 1
799 254 1
958 974 1
823 484 1
254 189 1
324 405 1
838 227 1
685 254 1
865 583 1
141 974 1
760 240 1
310 932 1
254 132 1
719 74 1
746 735 1
488 87 1
418 162 1
769 963 1
826 247 1
991 614 1
892 941 1
656 313 1
891 315 1
168 254 1
164 575 1
592 356 1
384 974 1
746 161 1
407 73 1
132 575 1
494 545 1
340 254 1
138 254 1
775 486 1
69 287 1
999 677 1
673 901 1
898 320 1
541 542 1
225 974 1
580 329 1
807 544 1
232 845 1
167 576 1
153 376 1
331 440 1
993 247 1
843 842 1
701 956 1
254 449 1
737 974 1
255 635 1
226 957 1
976 254 1
18 508 1
174 974 1
842 451 1
432 579 1
364 994 1
862 254 1
528 254 1
152 164 1
739 974 1
770 855 1
298 378 1
206 632 1
377 313 1
963 98 1
642 514 1
976 808 1
305 975 1
824 406 1
837 689 1
250 961 1
287 767 1
639 449 1
455 422 1
219 200 1
216 1000 1
788 371 1
254 705 1
837 254 1
412 612 1
79 486 1
503 645 1
743 974 1
347 216 1
650 435 1
500 974 1
725 182 1
861 207 1
242 578 1
665 871 1
566 254 1
572 270 1
86 901 1
950 279 1
953 668 1
550 254 1
904 49 1
254 194 1
360 444 1
524 313 1
257 625 1
650 867 1
680 254 1
340 966 1
900 200 1
9 468 1
523 787 1
488 988 1
38 552 1
851 569 1
728 254 1
278 149 1
312 111 1
82 575 1
459 250 1
509 956 1
173 974 1
792 362 1
246 670 1
640 376 1
254 710 1
77 974 1
115 376 1
624 140 1
636 849 1
371 619 1
683 446 1
254 844 1
469 560 1
304 192 1
804 974 1
568 148 1
169 312 1
676 697 1
693 582 1
254 54 1
123 974 1
427 387 1
682 974 1
878 254 1
480 974 1
139 974 1
195 586 1
146 207 1
395 974 1
391 271 1
746 729 1
254 378 1
761 659 1
680 23 1
771 254 1
322 974 1
452 677 1
740 626 1
228 941 1
254 266 1
563 115 1
997 576 1
351 755 1
830 974 1
254 218 1
752 974 1
770 456 1
547 356 1
346 254 1
2 971 1
287 59 1
132 800 1
254 956 1
243 254 1
693 721 1
463 440 1
53 254 1
900 467 1
797 254 1
161 237 1
332 973 1
872 254 1
267 254 1
254 115 1
769 454 1
780 22 1
257 254 1
55 901 1
311 994 1
37 569 1
525 67 1
722 196 1
105 409 1
731 254 1
230 577 1
97 1 1
610 583 1
317 922 1
254 625 1
828 612 1
210 254 1
568 324 1
482 234 1
541 281 1
571 761 1
159 661 1
96 200 1
333 468 1
951 8 1
658 974 1
237 974 1
463 676 1
52 49 1
176 254 1
687 254 1
933 952 1
921 451 1
831 382 1
751 984 1
790 68 1
896 899 1
639 858 1
978 254 1
534 649 1
776 974 1
285 974 1
330 254 1
487 999 1
32 836 1
281 874 1
891 889 1
38 104 1
902 75 1
254 453 1
52 468 1
283 868 1
715 267 1
933 119 1
5 429 1
561 536 1
704 794 1
552 254 1
111 974 1
707 891 1
300 672 1
20 162 1
311 863 1
444 755 1
790 781 1
528 585 1
254 4 1
679 597 1
334 974 1
564 906 1
216 839 1
11 990 1
807 957 1
597 974 1
683 376 1
486 711 1
622 974 1
887 671 1
801 237 1
852 550 1
859 72 1
728 473 1
254 736 1
660 40 1
909 91 1
999 339 1
852 991 1
691 70 1
147 254 1
254 202 1
800 875 1
131 957 1
798 506 1
375 654 1
950 265 1
461 36 1
669 449 1
459 629 1
324 452 1
818 498 1
547 443 1
459 687 1
887 775 1
850 977 1
25 254 1
725 254 1
749 974 1
191 804 1
91 189 1
211 656 1
827 254 1
958 216 1
613 149 1
509 747 1
479 218 1
150 974 1
284 254 1
801 932 1
307 49 1
672 776 1
990 14 1
841 761 1
916 371 1
910 489 1
854 974 1
762 968 1
191 254 1
768 254 1
166 231 1
5 616 1
694 254 1
683 254 1
254 370 1
219 575 1
377 974 1
39 903 1
85 65 1
914 937 1
849 690 1
338 54 1
254 766 1
343 688 1
919 18 1
412 476 1
625 612 1
463 569 1
203 336 1
921 996 1
608 94 1
432 404 1
714 805 1
385 373 1
38 482 1
485 973 1
551 231 1
707 231 1
888 306 1
442 700 1
301 610 1
606 825 1
262 974 1
878 297 1
69 118 1
436 41 1
517 264 1
970 628 1
275 974 1
782 143 1
98 254 1
398 875 1
245 162 1
430 974 1
381 974 1
924 508 1
756 557 1
426 974 1
252 974 1
894 974 1
305 254 1
254 11 1
526 956 1
896 246 1
904 974 1
506 254 1
307 974 1
909 493 1
254 915 1
789 935 1
301 281 1
71 173 1
613 974 1
609 279 1
43 767 1
971 974 1
840 974 1
595 254 1
332 500 1
388 368 1
211 309 1
185 254 1
45 78 1
933 205 1
488 178 1
715 616 1
976 974 1
499 254 1
254 850 1
919 614 1
967 175 1
357 575 1
132 183 1
517 280 1
739 384 1
228 605 1
93 905 1
872 52 1
350 254 1
410 65 1
505 964 1
673 663 1
254 796 1
254 88 1
865 815 1
740 236 1
71 670 1
187 612 1
777 632 1
106 34 1
988 607 1
756 9 1
471 424 1
498 974 1
434 828 1
220 530 1
922 62 1
931 426 1
879 941 1
400 256 1
620 736 1
255 242 1
604 20 1
188 874 1
834 130 1
117 988 1
945 764 1
67 668 1
543 784 1
254 239 1
770 836 1
254 853 1
254 253 1
732 932 1
693 767 1
295 920 1
704 424 1
621 947 1
198 475 1
254 648 1
97 453 1
242 974 1
775 713 1
403 254 1
102 254 1
131 635 1
931 11 1
217 905 1
865 502 1
100 232 1
499 89 1
841 517 1
254 776 1
752 691 1
108 974 1
442 222 1
146 719 1
989 987 1
151 160 1
262 160 1
254 899 1
877 254 1
39 557 1
139 210 1
254 398 1
584 974 1
546 974 1
269 618 1
929 714 1
24 324 1
96 129 1
277 807 1
919 473 1
406 218 1
280 700 1
254 454 1
137 585 1
565 821 1
792 254 1
914 685 1
675 163 1
252 860 1
3 528 1
333 555 1
254 473 1
360 933 1
553 646 1
316 117 1
725 424 1
726 974 1
474 254 1
769 974 1
726 254 1
254 772 1
254 67 1
967 794 1
975 794 1
328 590 1
402 345 1
551 901 1
837 77 1
232 923 1
422 679 1
254 394 1
650 782 1
254 980 1
363 785 1
469 857 1
338 94 1
862 974 1
683 13 1
633 994 1
865 943 1
476 227 1
911 160 1
449 6 1
132 429 1
79 254 1
324 778 1
555 502 1
1000 623 1
862 488 1
640 974 1
44 486 1
416 230 1
827 285 1
56 967 1
395 851 1
938 582 1
495 355 1
758 62 1
254 767 1
852 603 1
579 616 1
743 254 1
254 922 1
698 329 1
246 230 1
983 254 1
254 531 1
686 899 1
560 231 1
221 670 1
957 974 1
687 250 1
254 244 1
147 458 1
607 974 1
866 768 1
53 623 1
55 529 1
694 359 1
166 805 1
962 824 1
587 986 1
793 27 1
723 254 1
487 252 1
49 974 1
839 889 1
622 544 1
731 716 1
463 319 1
916 382 1
838 974 1
703 908 1
566 829 1
573 974 1
362 716 1
254 37 1
760 974 1
98 974 1
395 260 1
113 254 1
580 57 1
361 116 1
581 254 1
304 974 1
470 468 1
757 254 1
139 258 1
288 174 1
246 254 1
591 387 1
944 436 1
931 254 1
367 259 1
780 484 1
924 254 1
586 398 1
21 674 1
917 268 1
343 254 1
939 330 1
84 637 1
169 920 1
61 968 1
254 58 1
142 244 1
108 110 1
333 62 1
